supplier_id,supplier_name,country,region,country_risk_level,country_risk_weight,category,tier,dependency_level,annual_spend_chf,onboarding_date,charter_signed,made_in_disclosed,traceability_level
S0227,Orion Logistics,Italy,Europe,Low,5,Logistics,Tier 1,High,342288.22,2019-02-03,True,True,Partial
S0228,Novatek Partners,France,Europe,Low,5,Components,Tier 2,Low,1365286.84,2024-02-18,True,True,Partial
S0229,Lumen Partners,Mexico,Americas,Medium,15,Tools & Machinery,Tier 2,Low,148331.76,2025-02-06,True,True,Full
S0230,Alpine Partners,Canada,Americas,Low,5,IT Services,Tier 1,Low,241237.05,2024-03-21,True,True,Partial
S0231,Atlas Logistics,United Kingdom,Europe,Low,5,Packaging,Tier 3,High,58866.89,2025-04-27,True,True,Limited
S0232,Alpine Materials,Malaysia,Asia,Medium,15,Metals & Minerals,Tier 2,Medium,1317314.09,2024-08-27,True,True,Limited
S0233,Meridian Logistics,South Africa,Africa,Medium,15,Tools & Machinery,Tier 1,High,1471824.12,2025-11-12,False,True,Partial
S0234,Lumen Partners,New Zealand,Oceania,Low,5,Metals & Minerals,Tier 1,Medium,246007.39,2017-07-03,False,True,Partial
S0235,Orion Manufacturing,Vietnam,Asia,High,25,Packaging,Tier 3,High,42989.58,2025-09-10,True,True,Full
S0236,Orion Holdings,Malaysia,Asia,Medium,15,Components,Tier 1,Medium,1057644.96,2024-05-31,True,True,Partial
S0237,Orion Manufacturing,Australia,Oceania,Low,5,IT Services,Tier 1,Low,148504.14,2020-02-23,True,True,Full
S0238,Vega Holdings,Turkey,Europe/Asia,Medium,15,Tools & Machinery,Tier 1,Low,963868.75,2018-09-24,True,True,Full
S0239,Lumen Partners,Switzerland,Europe,Low,5,Components,Tier 1,Low,359565.75,2023-09-07,True,True,Full
S0240,Novatek Components,New Zealand,Oceania,Low,5,Tools & Machinery,Tier 2,Medium,316008.03,2025-06-10,True,False,Partial
S0241,Zenith Partners,Spain,Europe,Low,5,Packaging,Tier 1,High,181670.75,2020-07-02,True,True,Limited
S0242,Cobalt Partners,United Arab Emirates,Middle East,Medium,15,IT Services,Tier 1,Low,267876.13,2017-04-16,True,True,Full
S0243,Eclipse Materials,South Korea,Asia,Low,5,Components,Tier 3,Low,256250.55,2018-04-14,True,False,Full
S0244,Eclipse Manufacturing,United Kingdom,Europe,Low,5,Components,Tier 1,Low,540369.49,2022-09-17,True,True,Full
S0245,Aurora Industries,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,Low,104942.31,2017-02-18,True,True,Partial
S0246,Eclipse Industries,Tunisia,Africa,Medium,15,Components,Tier 1,Low,995100.3,2022-09-17,True,True,Partial
S0247,Argent Systems,New Zealand,Oceania,Low,5,Metals & Minerals,Tier 3,Low,804998.77,2021-03-13,True,True,Partial
S0248,Lumen Partners,South Africa,Africa,Medium,15,Components,Tier 2,Low,333860.37,2024-07-07,True,True,Full
S0249,Novatek Industries,Spain,Europe,Low,5,IT Services,Tier 1,Low,846273.9,2024-10-04,True,True,Partial
S0250,Novatek Manufacturing,Singapore,Asia,Low,5,Metals & Minerals,Tier 1,Medium,1458224.32,2020-01-12,True,True,Limited
S0251,Vega Industries,Morocco,Africa,Medium,15,Metals & Minerals,Tier 1,High,960070.26,2023-01-13,True,True,Partial
S0252,Argent Industries,Canada,Americas,Low,5,Components,Tier 1,Low,1070206.96,2018-02-16,True,True,Full
S0253,Novatek Holdings,Tunisia,Africa,Medium,15,Packaging,Tier 1,Medium,379549.23,2019-12-02,True,True,Limited
S0254,Eclipse Components,Turkey,Europe/Asia,Medium,15,Logistics,Tier 2,Medium,33876.93,2020-05-15,True,True,Limited
S0255,Nimbus Partners,South Africa,Africa,Medium,15,Components,Tier 1,High,461822.33,2021-02-19,True,False,Partial
S0256,Nimbus Materials,China,Asia,High,25,Metals & Minerals,Tier 1,Medium,635705.81,2023-10-31,True,True,Partial
S0257,Zenith Manufacturing,Brazil,Americas,Medium,15,Components,Tier 2,Low,1119990.62,2024-08-13,True,True,Partial
S0258,Lumen Supply,France,Europe,Low,5,Logistics,Tier 3,Medium,35071.21,2025-06-27,True,True,Full
S0259,Vega Industries,India,Asia,High,25,Chemicals,Tier 1,Medium,41659.89,2020-08-02,True,True,Partial
S0260,Meridian Services,Australia,Oceania,Low,5,Metals & Minerals,Tier 2,Medium,291122.75,2025-10-17,True,True,Full
S0261,Cobalt Components,Brazil,Americas,Medium,15,Consulting,Tier 1,High,49813.93,2022-04-30,False,True,Limited
S0262,Eclipse Systems,South Korea,Asia,Low,5,IT Services,Tier 1,High,242488.02,2018-05-26,True,True,Partial
S0263,Zenith Services,Morocco,Africa,Medium,15,Components,Tier 1,High,768149.45,2017-10-25,True,True,Partial
S0264,Meridian Holdings,United States,Americas,Low,5,Components,Tier 1,Medium,168814.12,2019-06-15,True,True,Full
S0265,Eclipse Systems,Indonesia,Asia,High,25,Facility,Tier 1,Low,154794.97,2022-09-02,True,True,Full
S0266,Argent Services,Japan,Asia,Low,5,Components,Tier 2,Low,653470.25,2017-09-20,True,True,Partial
S0267,Eclipse Industries,United Kingdom,Europe,Low,5,Metals & Minerals,Tier 1,Low,234275.08,2017-10-08,True,False,Limited
S0268,Novatek Supply,Saudi Arabia,Middle East,Medium,15,Chemicals,Tier 3,Medium,56101.56,2016-11-19,True,True,Limited
S0269,Meridian Manufacturing,South Korea,Asia,Low,5,Metals & Minerals,Tier 1,Low,328677.75,2018-01-23,True,True,Limited
S0270,Aurora Industries,Japan,Asia,Low,5,Packaging,Tier 1,Medium,71097.41,2019-08-22,True,True,Full
S0271,Orion Components,Vietnam,Asia,High,25,Chemicals,Tier 2,Medium,666144.02,2016-05-23,True,True,Full
S0272,Cobalt Holdings,United States,Americas,Low,5,IT Services,Tier 1,Low,167411.62,2023-12-27,True,True,Limited
S0273,Zenith Industries,Canada,Americas,Low,5,Consulting,Tier 1,Medium,92987.43,2024-09-23,True,True,Limited
S0274,Cascade Group,Germany,Europe,Low,5,Packaging,Tier 1,Low,193142.58,2025-03-15,True,True,Full
S0275,Novatek Holdings,Malaysia,Asia,Medium,15,Chemicals,Tier 1,High,238027.43,2024-01-21,True,True,Full
S0276,Orion Services,China,Asia,High,25,Components,Tier 3,Medium,195028.07,2023-06-24,True,True,Partial
S0277,Orion Holdings,Switzerland,Europe,Low,5,Consulting,Tier 1,Medium,106467.93,2019-09-14,True,True,Full
S0278,Zenith Supply,Canada,Americas,Low,5,Logistics,Tier 2,Medium,87275.62,2020-11-03,True,True,Partial
S0279,Vega Holdings,Vietnam,Asia,High,25,Facility,Tier 1,Low,48428.66,2020-08-15,True,True,Partial
S0280,Eclipse Group,Tunisia,Africa,Medium,15,Consulting,Tier 1,Medium,485774.31,2023-06-21,True,True,Full
S0281,Helios Supply,South Africa,Africa,Medium,15,Components,Tier 1,Low,567901.31,2021-02-10,True,True,Full
S0282,Alpine Logistics,Mexico,Americas,Medium,15,Metals & Minerals,Tier 2,Medium,390404.46,2021-04-26,True,True,Full
S0283,Nimbus Supply,India,Asia,High,25,Components,Tier 1,Low,323231.25,2021-04-28,True,True,Partial
S0284,Nimbus Group,Switzerland,Europe,Low,5,Metals & Minerals,Tier 1,Medium,166712.33,2018-06-04,True,True,Full
S0285,Nimbus Materials,Singapore,Asia,Low,5,Metals & Minerals,Tier 3,High,203332.42,2016-03-14,False,True,Full
S0286,Zenith Supply,Spain,Europe,Low,5,Components,Tier 1,Low,114766.44,2019-03-21,True,True,Full
S0287,Aurora Industries,Morocco,Africa,Medium,15,Components,Tier 1,Medium,213458.79,2017-03-13,True,True,Full
S0288,Cascade Systems,Tunisia,Africa,Medium,15,Components,Tier 2,Medium,128117.11,2024-11-24,True,True,Limited
S0289,Atlas Logistics,Philippines,Asia,Medium,15,Metals & Minerals,Tier 1,High,2209273.52,2023-11-20,True,True,Limited
S0290,Nimbus Services,Taiwan,Asia,Low,5,IT Services,Tier 1,Medium,329493.47,2020-12-24,True,True,Limited
S0291,Argent Manufacturing,Italy,Europe,Low,5,Tools & Machinery,Tier 1,High,609476.48,2021-11-11,True,True,Full
S0292,Lumen Manufacturing,South Korea,Asia,Low,5,Components,Tier 2,Medium,152803.96,2023-06-13,True,True,Partial
S0293,Vega Manufacturing,Spain,Europe,Low,5,IT Services,Tier 1,Medium,70983.52,2018-11-01,True,True,Full
S0294,Atlas Partners,Indonesia,Asia,High,25,Packaging,Tier 1,High,223626.54,2019-08-18,True,True,Partial
S0295,Alpine Holdings,Philippines,Asia,Medium,15,IT Services,Tier 1,Medium,341445.05,2019-07-23,True,True,Partial
S0296,Aurora Components,Malaysia,Asia,Medium,15,IT Services,Tier 1,Medium,749778.65,2025-11-09,False,True,Full
S0297,Lumen Holdings,Vietnam,Asia,High,25,Facility,Tier 1,Medium,53164.49,2017-01-06,True,True,Partial
S0298,Helios Materials,South Korea,Asia,Low,5,Logistics,Tier 1,Low,255346.16,2017-07-11,True,True,Limited
S0299,Argent Manufacturing,Morocco,Africa,Medium,15,Components,Tier 1,Low,212764.95,2017-11-11,True,True,Partial
S0300,Zenith Materials,Turkey,Europe/Asia,Medium,15,Metals & Minerals,Tier 1,Medium,242500.02,2018-11-06,True,True,Full
S0301,Nimbus Systems,Taiwan,Asia,Low,5,Components,Tier 1,Low,372232.77,2020-02-06,True,False,Full
S0302,Nimbus Group,United Kingdom,Europe,Low,5,Components,Tier 2,Low,156557.45,2025-10-25,True,False,Partial
S0303,Cascade Partners,Switzerland,Europe,Low,5,Facility,Tier 1,Medium,134435.74,2025-09-08,True,True,Full
S0304,Atlas Holdings,United Kingdom,Europe,Low,5,Components,Tier 1,Low,173235.36,2024-08-25,True,True,Limited
S0305,Argent Logistics,Tunisia,Africa,Medium,15,IT Services,Tier 1,Low,102598.95,2017-09-15,True,True,Limited
S0306,Orion Partners,Philippines,Asia,Medium,15,Logistics,Tier 2,Low,253164.32,2022-09-06,True,True,Partial
S0307,Lumen Materials,Tunisia,Africa,Medium,15,Packaging,Tier 1,Low,176216.01,2021-09-17,True,True,Partial
S0308,Alpine Manufacturing,Thailand,Asia,Medium,15,Metals & Minerals,Tier 1,Low,653153.24,2018-10-18,True,True,Limited
S0309,Argent Manufacturing,Spain,Europe,Low,5,Components,Tier 1,Medium,210735.35,2019-03-27,True,True,Partial
S0310,Aurora Materials,China,Asia,High,25,Metals & Minerals,Tier 1,Medium,565200.77,2020-04-01,True,True,Full
S0311,Zenith Partners,Singapore,Asia,Low,5,Packaging,Tier 2,Medium,37625.87,2017-02-23,True,True,Full
S0312,Nimbus Supply,Saudi Arabia,Middle East,Medium,15,Consulting,Tier 1,Medium,169137.62,2022-02-06,True,True,Full
S0313,Cascade Supply,Taiwan,Asia,Low,5,Chemicals,Tier 2,Low,230580.43,2017-07-17,False,True,Full
S0314,Cascade Holdings,India,Asia,High,25,Tools & Machinery,Tier 1,Medium,94773.14,2020-10-22,True,True,Partial
S0315,Eclipse Logistics,Malaysia,Asia,Medium,15,Packaging,Tier 2,Medium,82126.18,2019-05-13,True,True,Partial
S0316,Meridian Systems,Philippines,Asia,Medium,15,Logistics,Tier 1,Medium,169044.78,2017-05-05,True,True,Limited
S0317,Orion Materials,Saudi Arabia,Middle East,Medium,15,Metals & Minerals,Tier 3,Medium,520585.12,2018-07-18,True,False,Limited
S0318,Lumen Logistics,Canada,Americas,Low,5,Metals & Minerals,Tier 1,Low,225695.92,2022-10-23,True,True,Full
S0319,Aurora Services,Malaysia,Asia,Medium,15,Packaging,Tier 1,Medium,248660.39,2020-09-17,True,True,Partial
S0320,Cobalt Systems,India,Asia,High,25,Consulting,Tier 1,Low,515686.81,2020-02-12,True,True,Partial
S0321,Cobalt Logistics,Japan,Asia,Low,5,IT Services,Tier 2,Medium,219506.86,2024-04-19,True,False,Limited
S0322,Lumen Industries,Turkey,Europe/Asia,Medium,15,Chemicals,Tier 1,Medium,138353.0,2025-08-23,True,True,Full
S0323,Alpine Group,France,Europe,Low,5,Metals & Minerals,Tier 2,Low,409566.73,2025-05-17,True,True,Partial
S0324,Helios Systems,United States,Americas,Low,5,Consulting,Tier 3,High,104404.97,2017-10-23,True,True,Limited
S0325,Argent Components,Morocco,Africa,Medium,15,Components,Tier 1,High,613989.32,2021-09-27,True,True,Full
S0326,Lumen Manufacturing,South Africa,Africa,Medium,15,IT Services,Tier 2,Low,122141.96,2024-05-30,True,True,Full
S0327,Novatek Group,Switzerland,Europe,Low,5,Metals & Minerals,Tier 1,Low,469085.1,2018-01-05,True,True,Partial
S0328,Zenith Materials,Germany,Europe,Low,5,Facility,Tier 1,Low,117066.62,2017-08-20,True,True,Partial
S0329,Argent Components,Malaysia,Asia,Medium,15,Consulting,Tier 1,Low,223141.57,2022-08-24,True,True,Partial
S0330,Orion Supply,Malaysia,Asia,Medium,15,Facility,Tier 3,Medium,75540.9,2021-03-24,True,True,Limited
S0331,Novatek Partners,Indonesia,Asia,High,25,Facility,Tier 1,Low,326733.38,2019-12-03,True,True,Partial
S0332,Aurora Components,Philippines,Asia,Medium,15,IT Services,Tier 2,Medium,106581.18,2024-02-28,True,True,Partial
S0333,Novatek Manufacturing,Vietnam,Asia,High,25,IT Services,Tier 1,Low,31872.55,2020-08-15,True,True,Partial
S0334,Meridian Services,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 1,Medium,159849.55,2019-01-05,True,False,Limited
S0335,Zenith Supply,Spain,Europe,Low,5,Components,Tier 2,Low,308869.19,2018-04-27,True,True,Partial
S0336,Aurora Systems,Switzerland,Europe,Low,5,Logistics,Tier 1,Low,622282.75,2024-12-27,False,False,Partial
S0337,Aurora Supply,South Korea,Asia,Low,5,Logistics,Tier 1,Medium,316008.52,2025-01-21,True,True,Partial
S0338,Zenith Systems,Brazil,Americas,Medium,15,Metals & Minerals,Tier 3,High,63498.39,2022-03-28,True,True,Partial
S0339,Meridian Group,Japan,Asia,Low,5,IT Services,Tier 1,Low,49867.81,2017-05-23,False,True,Full
S0340,Argent Materials,Italy,Europe,Low,5,Packaging,Tier 2,Low,345408.93,2023-12-08,True,True,Full
S0341,Atlas Materials,South Korea,Asia,Low,5,Metals & Minerals,Tier 1,Low,594028.66,2024-12-06,True,True,Full
S0342,Aurora Partners,Taiwan,Asia,Low,5,Chemicals,Tier 1,High,1601670.84,2023-11-18,True,True,Limited
S0343,Cascade Holdings,Germany,Europe,Low,5,Components,Tier 3,Medium,161165.28,2018-06-25,True,True,Full
S0344,Eclipse Industries,United Kingdom,Europe,Low,5,Components,Tier 1,Low,181422.14,2023-06-08,True,True,Full
S0345,Cascade Industries,France,Europe,Low,5,Chemicals,Tier 1,Low,172344.9,2023-08-14,True,False,Full
S0346,Atlas Logistics,Thailand,Asia,Medium,15,Chemicals,Tier 2,Medium,94405.55,2024-10-05,True,True,Limited
S0347,Alpine Group,Saudi Arabia,Middle East,Medium,15,Metals & Minerals,Tier 1,Low,821173.19,2017-02-07,True,True,Limited
S0348,Atlas Components,Germany,Europe,Low,5,Tools & Machinery,Tier 2,Medium,202384.64,2024-06-16,True,True,Partial
S0349,Zenith Components,Brazil,Americas,Medium,15,Logistics,Tier 1,Medium,131150.4,2023-12-20,True,True,Partial
S0350,Atlas Systems,Taiwan,Asia,Low,5,Tools & Machinery,Tier 2,Low,139097.09,2017-07-01,True,True,Full
S0351,Aurora Supply,Saudi Arabia,Middle East,Medium,15,IT Services,Tier 1,Low,298221.24,2023-03-13,True,True,Partial
S0352,Helios Industries,United States,Americas,Low,5,Logistics,Tier 1,Low,77828.87,2022-05-29,True,False,Partial
S0353,Helios Partners,Canada,Americas,Low,5,Tools & Machinery,Tier 1,Medium,498423.44,2018-07-08,True,False,Full
S0354,Aurora Logistics,Spain,Europe,Low,5,IT Services,Tier 1,Medium,730465.04,2019-06-15,True,True,Full
S0355,Helios Components,Australia,Oceania,Low,5,Components,Tier 2,Medium,73347.39,2020-08-13,True,True,Full
S0356,Eclipse Services,Spain,Europe,Low,5,Facility,Tier 1,Low,538657.63,2025-06-19,True,True,Partial
S0357,Cascade Holdings,Singapore,Asia,Low,5,Components,Tier 1,Low,447947.92,2021-01-20,True,True,Partial
S0358,Alpine Systems,France,Europe,Low,5,Components,Tier 2,Low,123691.67,2022-02-09,True,False,Partial
S0359,Novatek Supply,Brazil,Americas,Medium,15,Components,Tier 3,Low,254025.59,2022-12-17,True,True,Partial
S0360,Novatek Group,India,Asia,High,25,Metals & Minerals,Tier 2,Low,543916.89,2025-03-21,True,True,Full
S0361,Helios Components,Morocco,Africa,Medium,15,IT Services,Tier 3,Low,56209.3,2021-10-04,True,False,Full
S0362,Cobalt Industries,New Zealand,Oceania,Low,5,IT Services,Tier 2,Low,201724.01,2022-01-23,True,True,Full
S0363,Atlas Components,United Kingdom,Europe,Low,5,Tools & Machinery,Tier 1,Medium,1280814.37,2025-05-03,True,True,Partial
S0364,Cobalt Group,United Kingdom,Europe,Low,5,Components,Tier 1,Low,237871.25,2025-04-01,True,True,Partial
S0365,Eclipse Components,New Zealand,Oceania,Low,5,Logistics,Tier 1,Low,73741.14,2025-11-03,True,True,Limited
S0366,Zenith Manufacturing,Malaysia,Asia,Medium,15,Consulting,Tier 1,Low,147173.94,2024-05-19,True,True,Partial
S0367,Meridian Logistics,Morocco,Africa,Medium,15,Tools & Machinery,Tier 1,Low,374384.0,2021-11-28,True,True,Full
S0368,Novatek Systems,France,Europe,Low,5,Chemicals,Tier 1,Low,390566.38,2019-12-27,True,True,Full
S0369,Cascade Group,Canada,Americas,Low,5,Components,Tier 2,High,429138.82,2024-01-09,True,False,Full
S0370,Atlas Holdings,Morocco,Africa,Medium,15,Tools & Machinery,Tier 3,Low,165407.86,2016-01-17,True,True,Partial
S0371,Zenith Manufacturing,Switzerland,Europe,Low,5,Facility,Tier 1,Medium,72425.7,2021-05-15,True,False,Limited
S0372,Alpine Services,Thailand,Asia,Medium,15,Components,Tier 1,Low,95279.7,2025-03-11,True,True,Partial
S0373,Alpine Materials,Philippines,Asia,Medium,15,Components,Tier 1,Medium,127578.69,2023-05-15,True,True,Full
S0374,Argent Systems,Indonesia,Asia,High,25,Facility,Tier 1,Low,57753.37,2020-07-08,True,True,Full
S0375,Lumen Manufacturing,Tunisia,Africa,Medium,15,Logistics,Tier 1,Low,132233.81,2017-05-29,False,True,Partial
S0376,Lumen Holdings,Malaysia,Asia,Medium,15,Components,Tier 2,Medium,91438.7,2017-10-05,True,True,Partial
S0377,Vega Group,Saudi Arabia,Middle East,Medium,15,Metals & Minerals,Tier 1,Medium,41396.35,2025-02-21,True,True,Limited
S0378,Novatek Systems,Australia,Oceania,Low,5,Consulting,Tier 3,Low,101293.87,2019-08-15,True,False,Limited
S0379,Lumen Supply,Indonesia,Asia,High,25,Metals & Minerals,Tier 1,Low,1571627.46,2016-02-17,True,True,Full
S0380,Helios Services,Saudi Arabia,Middle East,Medium,15,Facility,Tier 2,High,545106.64,2022-08-18,True,True,Full
S0381,Nimbus Manufacturing,Mexico,Americas,Medium,15,Chemicals,Tier 2,Low,111565.83,2016-11-07,True,True,Full
S0382,Lumen Components,New Zealand,Oceania,Low,5,Components,Tier 1,Low,147744.05,2025-12-17,True,True,Partial
S0383,Atlas Materials,United Kingdom,Europe,Low,5,Packaging,Tier 2,Low,1084000.49,2016-09-01,True,True,Full
S0384,Vega Manufacturing,New Zealand,Oceania,Low,5,Components,Tier 2,Low,319117.03,2023-06-30,True,True,Partial
S0385,Novatek Components,South Korea,Asia,Low,5,Metals & Minerals,Tier 3,Low,272704.0,2018-01-18,True,True,Full
S0386,Alpine Group,South Africa,Africa,Medium,15,IT Services,Tier 2,Medium,123252.79,2017-11-27,True,True,Full
S0387,Lumen Holdings,Indonesia,Asia,High,25,Logistics,Tier 1,Low,158545.58,2021-08-23,True,True,Limited
S0388,Aurora Group,China,Asia,High,25,Components,Tier 1,Low,231820.24,2016-08-27,True,True,Limited
S0389,Atlas Materials,China,Asia,High,25,Packaging,Tier 2,Low,112814.4,2021-03-29,True,True,Limited
S0390,Argent Systems,India,Asia,High,25,Metals & Minerals,Tier 1,Low,1192606.43,2020-05-27,True,True,Full
S0391,Cascade Group,Italy,Europe,Low,5,Metals & Minerals,Tier 1,Low,970265.98,2017-07-20,False,True,Partial
S0392,Aurora Supply,Saudi Arabia,Middle East,Medium,15,Logistics,Tier 3,Medium,20140.84,2017-10-26,False,True,Full
S0393,Vega Materials,Tunisia,Africa,Medium,15,Tools & Machinery,Tier 2,Low,98708.77,2022-06-08,True,True,Partial
S0394,Alpine Group,Italy,Europe,Low,5,Consulting,Tier 1,High,139769.55,2020-01-31,True,True,Full
S0395,Meridian Supply,Germany,Europe,Low,5,Consulting,Tier 1,High,550480.24,2016-04-08,True,True,Full
S0396,Zenith Holdings,Germany,Europe,Low,5,Components,Tier 1,Low,990238.83,2018-03-21,True,True,Limited
S0397,Helios Supply,Indonesia,Asia,High,25,Logistics,Tier 1,Low,289913.43,2016-03-12,True,True,Partial
S0398,Lumen Manufacturing,Indonesia,Asia,High,25,Facility,Tier 2,High,89701.55,2017-01-14,True,True,Full
S0399,Alpine Group,Indonesia,Asia,High,25,IT Services,Tier 1,Low,106978.57,2022-07-10,True,True,Partial
S0400,Atlas Logistics,New Zealand,Oceania,Low,5,Tools & Machinery,Tier 2,Low,450195.89,2018-05-19,True,True,Partial
S0401,Argent Manufacturing,Brazil,Americas,Medium,15,Components,Tier 1,Medium,295432.91,2023-03-21,True,True,Full
S0402,Cascade Group,Singapore,Asia,Low,5,Chemicals,Tier 1,Low,120589.0,2024-07-20,True,True,Full
S0403,Argent Partners,Taiwan,Asia,Low,5,Packaging,Tier 1,Low,121933.01,2022-09-04,True,True,Full
S0404,Cascade Industries,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 2,High,1231084.32,2018-01-18,True,True,Limited
S0405,Nimbus Systems,Canada,Americas,Low,5,Metals & Minerals,Tier 1,Low,575467.69,2016-02-17,True,True,Partial
S0406,Eclipse Services,Italy,Europe,Low,5,IT Services,Tier 1,Low,127053.41,2016-11-08,True,False,Partial
S0407,Orion Holdings,Morocco,Africa,Medium,15,Metals & Minerals,Tier 2,Medium,395080.51,2020-03-18,True,True,Partial
S0408,Alpine Systems,Singapore,Asia,Low,5,Consulting,Tier 2,Medium,50847.7,2024-12-02,True,True,Partial
S0409,Aurora Systems,Switzerland,Europe,Low,5,Packaging,Tier 1,Low,107132.49,2018-08-04,True,True,Partial
S0410,Cascade Holdings,Mexico,Americas,Medium,15,Packaging,Tier 1,Low,376701.13,2019-10-17,True,True,Partial
S0411,Vega Holdings,Tunisia,Africa,Medium,15,Logistics,Tier 1,High,74959.28,2022-03-28,False,True,Partial
S0412,Aurora Systems,Brazil,Americas,Medium,15,Components,Tier 1,Low,581441.31,2020-02-03,False,True,Limited
S0413,Cascade Holdings,South Korea,Asia,Low,5,Consulting,Tier 2,Low,26158.71,2018-12-10,True,True,Full
S0414,Nimbus Group,Tunisia,Africa,Medium,15,IT Services,Tier 2,Medium,537479.64,2025-06-23,True,False,Full
S0415,Lumen Partners,Tunisia,Africa,Medium,15,Facility,Tier 1,High,168395.11,2024-09-04,True,True,Partial
S0416,Meridian Partners,Malaysia,Asia,Medium,15,Chemicals,Tier 3,Medium,145586.54,2020-11-14,True,True,Limited
S0417,Lumen Services,United Kingdom,Europe,Low,5,Components,Tier 1,Medium,392322.5,2020-04-01,True,True,Limited
S0418,Aurora Holdings,Malaysia,Asia,Medium,15,Metals & Minerals,Tier 1,Medium,403809.6,2016-03-23,True,True,Full
S0419,Cobalt Components,Brazil,Americas,Medium,15,Packaging,Tier 1,Low,208197.29,2022-05-01,True,True,Partial
S0420,Novatek Services,Vietnam,Asia,High,25,Metals & Minerals,Tier 2,Low,77482.22,2018-07-30,True,True,Full
S0421,Helios Manufacturing,South Africa,Africa,Medium,15,Consulting,Tier 2,High,253768.33,2025-11-02,True,True,Full
S0422,Orion Holdings,Turkey,Europe/Asia,Medium,15,IT Services,Tier 1,Medium,140479.01,2021-04-02,True,True,Partial
S0423,Nimbus Manufacturing,Singapore,Asia,Low,5,Metals & Minerals,Tier 2,Medium,197625.81,2016-03-08,True,True,Partial
S0424,Eclipse Components,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 1,Medium,192108.11,2025-02-19,False,False,Partial
S0425,Nimbus Partners,Switzerland,Europe,Low,5,IT Services,Tier 2,Low,161806.63,2018-09-27,True,True,Full
S0426,Eclipse Services,Indonesia,Asia,High,25,Components,Tier 1,Low,163694.82,2021-07-15,False,True,Partial
S0427,Meridian Group,South Africa,Africa,Medium,15,Tools & Machinery,Tier 3,Low,530194.37,2018-01-23,True,True,Full
S0428,Atlas Systems,Switzerland,Europe,Low,5,Components,Tier 2,Low,444193.88,2016-02-10,True,True,Full
S0429,Lumen Supply,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 2,Low,373533.22,2021-12-31,True,True,Limited
S0430,Argent Materials,Malaysia,Asia,Medium,15,Chemicals,Tier 1,Low,357236.31,2022-08-24,True,True,Full
S0431,Vega Materials,United States,Americas,Low,5,IT Services,Tier 2,Low,31722.51,2021-03-09,True,True,Full
S0432,Novatek Holdings,South Africa,Africa,Medium,15,Chemicals,Tier 1,Medium,58474.05,2016-06-20,True,True,Full
S0433,Eclipse Manufacturing,United States,Americas,Low,5,Facility,Tier 2,High,334908.26,2016-10-29,True,True,Full
S0434,Vega Systems,United States,Americas,Low,5,IT Services,Tier 1,Low,91071.93,2022-01-10,True,True,Full
S0435,Novatek Manufacturing,China,Asia,High,25,Metals & Minerals,Tier 1,Low,219529.77,2018-11-19,True,True,Full
S0436,Lumen Services,Brazil,Americas,Medium,15,Components,Tier 1,Medium,116207.01,2019-07-22,True,True,Partial
S0437,Orion Services,South Africa,Africa,Medium,15,Facility,Tier 1,Medium,74555.67,2021-08-29,True,True,Partial
S0438,Helios Group,Morocco,Africa,Medium,15,Tools & Machinery,Tier 3,Low,540682.7,2020-10-03,True,True,Full
S0439,Zenith Materials,Tunisia,Africa,Medium,15,Consulting,Tier 1,Low,241507.14,2023-04-27,True,True,Partial
S0440,Cobalt Holdings,Italy,Europe,Low,5,Metals & Minerals,Tier 2,High,564565.09,2018-02-23,True,True,Limited
S0441,Argent Materials,Japan,Asia,Low,5,Packaging,Tier 2,Medium,87288.22,2020-12-16,True,True,Limited
S0442,Argent Systems,China,Asia,High,25,Tools & Machinery,Tier 1,Low,394772.61,2021-12-18,True,True,Full
S0443,Eclipse Holdings,Vietnam,Asia,High,25,Facility,Tier 1,Medium,408161.68,2017-01-24,False,True,Full
S0444,Cascade Partners,Italy,Europe,Low,5,Packaging,Tier 2,Low,78821.41,2016-10-01,True,True,Full
S0445,Cascade Materials,New Zealand,Oceania,Low,5,Consulting,Tier 1,Medium,158262.32,2022-11-17,True,True,Limited
S0446,Nimbus Group,Germany,Europe,Low,5,Facility,Tier 1,Low,671077.9,2020-05-06,True,True,Partial
S0447,Helios Manufacturing,Saudi Arabia,Middle East,Medium,15,Components,Tier 1,Medium,630746.24,2023-12-27,True,True,Partial
S0448,Vega Holdings,Taiwan,Asia,Low,5,IT Services,Tier 1,Low,103779.8,2022-12-10,True,True,Full
S0449,Alpine Components,Malaysia,Asia,Medium,15,Components,Tier 1,Low,588837.38,2019-08-10,True,False,Partial
S0450,Helios Supply,Australia,Oceania,Low,5,Packaging,Tier 1,Medium,46342.75,2016-11-30,True,True,Partial
S0451,Atlas Supply,Singapore,Asia,Low,5,IT Services,Tier 1,Low,153346.18,2017-11-06,True,True,Partial
S0452,Novatek Components,France,Europe,Low,5,Tools & Machinery,Tier 1,Medium,588301.61,2021-05-31,True,True,Full
S0453,Nimbus Industries,Italy,Europe,Low,5,Tools & Machinery,Tier 1,Low,485345.19,2024-01-22,True,True,Full
