supplier_id,audited,audit_date,audit_score,non_compliance_level,action_deadline_days,audited_by_third_party
S0781,False,,,,,False
S0782,False,,,,,False
S0783,False,,,,,False
S0784,False,,,,,False
S0785,False,,,,,False
S0786,False,,,,,False
S0787,False,,,,,False
S0788,False,,,,,False
S0789,False,,,,,False
S0790,True,2025-06-21,74.36,None,365.0,True
S0791,True,2025-03-13,56.04,None,365.0,True
S0792,True,2024-05-05,68.07,Minor,180.0,True
S0793,False,,,,,False
S0794,True,2025-04-28,77.27,None,365.0,True
S0795,False,,,,,False
S0796,True,2024-04-25,62.36,None,365.0,True
S0797,False,,,,,False
S0798,False,,,,,False
S0799,False,,,,,False
S0800,True,2024-11-06,83.13,None,365.0,True
S0801,True,2024-06-29,54.35,Major,30.0,True
S0802,False,,,,,False
S0803,True,2025-10-05,70.1,None,365.0,True
S0804,True,2025-10-13,77.05,None,365.0,True
S0805,True,2024-03-05,49.71,Minor,180.0,True
S0806,False,,,,,False
S0807,False,,,,,False
S0808,False,,,,,False
S0809,False,,,,,False
S0810,True,2024-10-12,89.9,None,365.0,True
S0811,True,2025-04-01,86.76,None,365.0,True
S0812,True,2024-07-25,56.62,Minor,180.0,True
S0813,True,2025-06-08,68.46,None,365.0,True
S0814,True,2025-01-02,59.45,None,365.0,False
S0815,False,,,,,False
S0816,True,2024-08-24,81.52,None,365.0,True
S0817,False,,,,,False
S0818,False,,,,,False
S0819,True,2024-08-31,78.84,None,365.0,False
S0820,False,,,,,False
S0821,False,,,,,False
S0822,False,,,,,False
S0823,True,2025-01-13,71.76,None,365.0,True
S0824,True,2024-11-28,45.83,Major,30.0,True
S0825,True,2025-11-05,76.75,None,365.0,False
S0826,False,,,,,False
S0827,False,,,,,False
S0828,False,,,,,False
S0829,True,2024-01-18,94.43,Minor,180.0,True
S0830,True,2024-06-09,98.0,None,365.0,True
S0831,True,2024-11-09,79.99,None,365.0,True
S0832,False,,,,,False
S0833,False,,,,,False
S0834,False,,,,,False
S0835,False,,,,,False
S0836,False,,,,,False
S0837,True,2024-01-01,81.88,None,365.0,True
S0838,True,2025-11-14,65.63,None,365.0,True
S0839,True,2024-07-11,64.11,Minor,180.0,True
S0840,False,,,,,False
S0841,True,2024-01-28,69.89,Minor,180.0,True
S0842,False,,,,,False
S0843,True,2024-03-19,67.36,Minor,180.0,True
S0844,True,2025-06-09,68.23,None,365.0,True
S0845,True,2024-01-16,86.2,None,365.0,True
S0846,False,,,,,False
S0847,False,,,,,False
S0848,True,2024-06-11,48.71,Minor,180.0,False
S0849,True,2025-01-11,54.99,Minor,180.0,True
S0850,False,,,,,False
S0851,True,2024-07-04,48.23,Major,30.0,True
S0852,False,,,,,False
S0853,False,,,,,False
S0854,False,,,,,False
S0855,False,,,,,False
S0856,True,2024-10-05,82.18,None,365.0,True
S0857,True,2024-10-27,67.14,Minor,180.0,True
S0858,False,,,,,False
S0859,True,2025-09-17,92.03,None,365.0,False
S0860,True,2025-11-20,80.03,Minor,180.0,True
S0861,False,,,,,False
S0862,False,,,,,False
S0863,False,,,,,False
S0864,False,,,,,False
S0865,False,,,,,False
S0866,True,2024-03-10,55.43,Minor,180.0,True
S0867,True,2024-05-26,48.38,Minor,180.0,True
S0868,False,,,,,False
S0869,False,,,,,False
S0870,False,,,,,False
S0871,False,,,,,False
S0872,True,2025-10-01,66.75,Minor,180.0,True
S0873,False,,,,,False
S0874,False,,,,,False
S0875,False,,,,,False
S0876,False,,,,,False
S0877,False,,,,,False
S0878,False,,,,,False
S0879,False,,,,,False
S0880,True,2024-04-25,93.36,None,365.0,False
S0881,False,,,,,False
S0882,False,,,,,False
S0883,False,,,,,False
S0884,False,,,,,False
S0885,False,,,,,False
S0886,False,,,,,False
S0887,True,2025-05-20,62.23,Minor,180.0,True
S0888,False,,,,,False
S0889,False,,,,,False
S0890,False,,,,,False
S0891,True,2024-10-06,73.84,None,365.0,False
S0892,False,,,,,False
S0893,False,,,,,False
S0894,True,2024-11-16,91.14,Minor,180.0,True
S0895,True,2024-02-19,75.29,None,365.0,False
S0896,True,2025-03-24,76.76,None,365.0,True
S0897,True,2025-08-30,52.02,Minor,180.0,True
S0898,True,2024-01-10,64.3,None,365.0,False
S0899,False,,,,,False
S0900,False,,,,,False
S0901,True,2024-08-09,85.28,None,365.0,True
S0902,True,2024-08-03,72.53,None,365.0,True
S0903,False,,,,,False
S0904,True,2024-12-27,56.95,None,365.0,True
S0905,True,2024-06-17,52.5,Minor,180.0,True
S0906,False,,,,,False
S0907,False,,,,,False
S0908,False,,,,,False
S0909,True,2024-04-09,41.8,Major,30.0,True
S0910,False,,,,,False
S0911,False,,,,,False
S0912,True,2025-12-11,83.77,None,365.0,True
S0913,True,2024-05-21,63.33,Minor,180.0,True
S0914,True,2024-01-07,55.05,Minor,180.0,False
S0915,False,,,,,False
S0916,True,2025-09-04,65.56,None,365.0,True
S0917,False,,,,,False
S0918,True,2025-01-31,71.19,None,365.0,True
S0919,False,,,,,False
S0920,False,,,,,False
S0921,False,,,,,False
S0922,True,2025-04-22,90.46,None,365.0,True
S0923,True,2024-02-02,63.96,Minor,180.0,False
S0924,False,,,,,False
S0925,True,2024-02-09,98.0,None,365.0,True
S0926,True,2025-10-10,42.16,Major,30.0,True
S0927,False,,,,,False
S0928,False,,,,,False
S0929,True,2024-03-17,65.45,None,365.0,True
S0930,True,2024-10-14,71.23,Minor,180.0,True
S0931,True,2024-08-19,51.47,Major,30.0,True
S0932,False,,,,,False
S0933,False,,,,,False
S0934,False,,,,,False
S0935,True,2025-01-02,67.78,Minor,180.0,True
S0936,False,,,,,False
S0937,False,,,,,False
S0938,True,2025-08-08,65.94,Major,30.0,True
S0939,True,2025-09-11,36.89,Major,30.0,True
S0940,False,,,,,False
S0941,False,,,,,False
S0942,False,,,,,False
S0943,False,,,,,False
S0944,True,2025-05-30,58.1,Minor,180.0,True
S0945,True,2025-10-07,70.7,None,365.0,False
S0946,False,,,,,False
S0947,False,,,,,False
S0948,True,2025-02-25,69.8,None,365.0,True
S0949,False,,,,,False
S0950,False,,,,,False
S0951,True,2025-08-09,61.0,Minor,180.0,False
S0952,False,,,,,False
S0953,True,2024-02-02,66.02,Minor,180.0,False
S0954,False,,,,,False
S0955,False,,,,,False
S0956,True,2024-12-25,93.91,None,365.0,True
S0957,False,,,,,False
S0958,True,2025-10-04,83.74,Minor,180.0,True
S0959,True,2024-02-05,50.08,Major,30.0,True
S0960,False,,,,,False
S0961,True,2024-01-02,74.0,None,365.0,True
S0962,False,,,,,False
S0963,False,,,,,False
S0964,True,2024-03-29,58.07,Minor,180.0,True
S0965,True,2024-03-24,92.7,None,365.0,True
S0966,False,,,,,False
S0967,True,2025-06-03,65.73,None,365.0,False
S0968,False,,,,,False
S0969,False,,,,,False
S0970,True,2024-05-10,72.41,None,365.0,True
S0971,True,2025-09-22,73.14,None,365.0,True
S0972,True,2025-07-17,69.22,Minor,180.0,True
S0973,True,2025-07-15,66.65,Minor,180.0,True
S0974,True,2025-03-11,58.79,None,365.0,True
S0975,True,2024-03-29,61.42,Minor,180.0,True
S0976,False,,,,,False
S0977,False,,,,,False
S0978,True,2025-01-07,42.86,Major,30.0,True
S0979,True,2024-12-13,86.62,None,365.0,True
S0980,True,2024-09-22,73.61,None,365.0,True
S0981,True,2024-04-29,81.7,None,365.0,True
S0982,True,2024-10-05,68.63,Minor,180.0,True
S0983,False,,,,,False
S0984,True,2025-06-16,66.64,Minor,180.0,True
S0985,True,2025-11-11,68.31,None,365.0,True
S0986,False,,,,,False
S0987,False,,,,,False
S0988,False,,,,,False
S0989,False,,,,,False
S0990,False,,,,,False
S0991,False,,,,,False
S0992,True,2024-02-11,63.82,Minor,180.0,True
S0993,True,2025-10-14,98.0,Minor,180.0,True
S0994,True,2025-08-30,82.8,None,365.0,True
S0995,False,,,,,False
S0996,False,,,,,False
S0997,False,,,,,False
S0998,False,,,,,False
S0999,False,,,,,False
S1000,True,2024-04-19,62.21,Minor,180.0,True
