supplier_id,supplier_name,category,country,region,annual_spend_chf,risk_score,risk_class,recommended_action,esg_completeness,data_source,last_update
S0172,Nimbus Materials,IT Services,Morocco,Africa,260577.02,44.4825,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-03-08
S0173,Meridian Supply,Components,Saudi Arabia,Middle East,609708.07,54.1536,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-01-12
S0174,Orion Group,Chemicals,South Korea,Asia,84062.97,48.746,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2025-03-21
S0175,Eclipse Services,Consulting,Germany,Europe,101570.48,35.007200000000005,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-11-22
S0176,Atlas Materials,Components,Canada,Americas,706542.78,34.506400000000006,Low Risk,Approved; monitor annually,1.0,Internal Assessment,2025-03-04
S0177,Vega Industries,Metals & Minerals,Spain,Europe,477994.42,46.141600000000004,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-03-01
S0178,Helios Logistics,Metals & Minerals,New Zealand,Oceania,457850.04,45.251200000000004,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2025-11-30
S0179,Meridian Manufacturing,Components,Canada,Americas,184473.55,27.221200000000003,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-12-14
S0180,Atlas Components,Logistics,Philippines,Asia,88374.28,67.03059999999999,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2025-06-30
S0181,Eclipse Partners,Packaging,Indonesia,Asia,136047.56,79.4179,High Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2025-06-12
S0182,Atlas Supply,Metals & Minerals,Thailand,Asia,334302.09,62.20320000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-03-23
S0183,Atlas Partners,Components,Morocco,Africa,471472.63,48.6452,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-05-25
S0184,Zenith Materials,Chemicals,Turkey,Europe/Asia,138447.42,48.4344,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-01-11
S0185,Atlas Logistics,Facility,Germany,Europe,204751.06,61.8232,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-02-15
S0186,Cascade Industries,Components,Vietnam,Asia,583468.73,85.5428,High Risk,Immediate corrective action + 30-day follow-up,1.0,Supplier Questionnaire,2025-03-18
S0187,Nimbus Services,IT Services,Australia,Oceania,462491.31,47.7076,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2025-11-11
S0188,Helios Group,Packaging,United Kingdom,Europe,264820.28,45.4872,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-03-26
S0189,Cobalt Holdings,Consulting,Philippines,Asia,210940.86,41.3952,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-09-27
S0190,Nimbus Logistics,Packaging,South Korea,Asia,124662.66,38.9756,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-01-27
S0191,Lumen Materials,Consulting,Malaysia,Asia,54975.37,85.37770000000002,High Risk,Prioritize for audit and mitigation plan,1.0,Internal Assessment,2025-07-28
S0192,Atlas Services,Metals & Minerals,Switzerland,Europe,1623099.66,31.891600000000004,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-06-30
S0193,Helios Holdings,Consulting,Tunisia,Africa,411057.63,32.2372,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-11-14
S0194,Cobalt Partners,Logistics,Spain,Europe,306609.48,46.5848,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-01-16
S0195,Argent Manufacturing,Tools & Machinery,Tunisia,Africa,354569.6,55.714400000000005,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-11-07
S0196,Lumen Services,Metals & Minerals,United States,Americas,148469.52,39.8184,Low Risk,Approved; monitor annually,0.3333333333333333,Supplier Questionnaire,2024-10-26
S0197,Meridian Systems,Components,Japan,Asia,781173.96,35.4488,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-02-21
S0198,Alpine Services,Chemicals,United Kingdom,Europe,144690.77,35.76199999999999,Low Risk,Approved; monitor annually,0.6666666666666666,Third-party Rating,2025-10-05
S0199,Nimbus Manufacturing,Logistics,Thailand,Asia,362343.81,44.8768,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-08-14
S0200,Cobalt Systems,Packaging,Vietnam,Asia,103675.42,72.5394,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2025-01-25
S0201,Nimbus Partners,Components,Vietnam,Asia,370241.84,83.602,High Risk,Prioritize for audit and mitigation plan,1.0,Third-party Rating,2024-08-12
S0202,Atlas Partners,Metals & Minerals,Australia,Oceania,238685.68,40.98230000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-01-04
S0203,Vega Partners,Components,New Zealand,Oceania,245641.08,55.4164,Medium Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2024-05-21
S0204,Vega Services,Logistics,Germany,Europe,313527.88,26.427599999999998,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2025-09-03
S0205,Aurora Systems,Tools & Machinery,Saudi Arabia,Middle East,179870.7,47.1228,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2024-04-27
S0206,Aurora Manufacturing,Facility,United States,Americas,52787.46,38.757600000000004,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-05-21
S0207,Cobalt Manufacturing,Chemicals,Canada,Americas,77864.52,41.804,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-01-10
S0208,Nimbus Materials,Components,United States,Americas,482966.84,41.5252,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-09-15
S0209,Helios Industries,Components,Singapore,Asia,711111.88,28.5288,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2024-06-28
S0210,Meridian Holdings,Consulting,Brazil,Americas,121726.29,83.6464,High Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2024-06-19
S0211,Alpine Supply,Components,Taiwan,Asia,299877.08,29.073600000000003,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-01-29
S0212,Meridian Systems,Logistics,Tunisia,Africa,83976.32,61.542,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-05-05
S0213,Zenith Group,Packaging,Japan,Asia,210696.68,53.580799999999996,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-01-23
S0214,Cobalt Partners,Metals & Minerals,Morocco,Africa,184734.07,73.4985,High Risk,Immediate corrective action + 30-day follow-up,0.6666666666666666,Internal Assessment,2024-03-26
S0215,Atlas Partners,Chemicals,Mexico,Americas,126813.52,72.3907,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2024-10-13
S0216,Atlas Manufacturing,Facility,Morocco,Africa,224441.28,38.1944,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-01-05
S0217,Vega Logistics,Packaging,Vietnam,Asia,165504.73,66.3309,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2025-04-03
S0218,Atlas Services,Components,Indonesia,Asia,307432.97,73.75880000000001,High Risk,Prioritize for audit and mitigation plan,0.6666666666666666,Third-party Rating,2024-01-08
S0219,Vega Manufacturing,Metals & Minerals,Japan,Asia,365150.73,22.731200000000005,Low Risk,Approved; monitor annually,1.0,Internal Assessment,2025-09-07
S0220,Orion Partners,Consulting,Mexico,Americas,206051.15,64.83040000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-07-31
S0221,Argent Supply,Facility,Malaysia,Asia,774541.9,65.7607,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-10-10
S0222,Meridian Manufacturing,Metals & Minerals,United States,Americas,193799.48,31.8228,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-01-30
S0223,Cobalt Partners,Chemicals,Australia,Oceania,797568.83,49.7376,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-11-12
S0224,Argent Systems,Components,Tunisia,Africa,300085.39,63.06360000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-09-12
S0225,Aurora Logistics,Chemicals,Malaysia,Asia,29758.9,70.592,High Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2025-06-11
S0226,Aurora Logistics,Components,South Korea,Asia,199852.41,45.5116,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-01-07
S0227,Orion Logistics,Logistics,Italy,Europe,342288.22,47.39040000000001,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2025-08-10
S0228,Novatek Partners,Components,France,Europe,1365286.84,38.5392,Low Risk,Approved; monitor annually,0.6666666666666666,Internal Assessment,2024-02-18
S0229,Lumen Partners,Tools & Machinery,Mexico,Americas,148331.76,42.5936,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-08-09
S0230,Alpine Partners,IT Services,Canada,Americas,241237.05,36.1464,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2025-05-04
S0231,Atlas Logistics,Packaging,United Kingdom,Europe,58866.89,55.1604,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-10-11
S0232,Alpine Materials,Metals & Minerals,Malaysia,Asia,1317314.09,67.016,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-07-07
S0233,Meridian Logistics,Tools & Machinery,South Africa,Africa,1471824.12,60.235600000000005,Medium Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2025-04-06
S0234,Lumen Partners,Metals & Minerals,New Zealand,Oceania,246007.39,54.5032,Medium Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2025-06-06
S0235,Orion Manufacturing,Packaging,Vietnam,Asia,42989.58,84.0356,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2024-06-05
S0236,Orion Holdings,Components,Malaysia,Asia,1057644.96,45.095200000000006,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-01-05
S0237,Orion Manufacturing,IT Services,Australia,Oceania,148504.14,24.168400000000002,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-08-04
S0238,Vega Holdings,Tools & Machinery,Turkey,Europe/Asia,963868.75,45.57,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-07-11
S0239,Lumen Partners,Components,Switzerland,Europe,359565.75,41.288000000000004,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Supplier Questionnaire,2024-05-19
S0240,Novatek Components,Tools & Machinery,New Zealand,Oceania,316008.03,49.00880000000001,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2025-03-10
S0241,Zenith Partners,Packaging,Spain,Europe,181670.75,47.4612,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-07-09
S0242,Cobalt Partners,IT Services,United Arab Emirates,Middle East,267876.13,43.6948,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2024-11-11
S0243,Eclipse Materials,Components,South Korea,Asia,256250.55,56.9268,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-08-23
S0244,Eclipse Manufacturing,Components,United Kingdom,Europe,540369.49,28.747999999999998,Low Risk,Approved; monitor annually,1.0,Internal Assessment,2025-12-28
S0245,Aurora Industries,Metals & Minerals,United Arab Emirates,Middle East,104942.31,48.3756,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-02-19
S0246,Eclipse Industries,Components,Tunisia,Africa,995100.3,53.226400000000005,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2025-08-11
S0247,Argent Systems,Metals & Minerals,New Zealand,Oceania,804998.77,53.1616,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-07-26
S0248,Lumen Partners,Components,South Africa,Africa,333860.37,58.851,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2025-04-22
S0249,Novatek Industries,IT Services,Spain,Europe,846273.9,46.577299999999994,Medium Risk,Immediate corrective action + 30-day follow-up,1.0,Third-party Rating,2025-02-15
S0250,Novatek Manufacturing,Metals & Minerals,Singapore,Asia,1458224.32,36.8616,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-03-04
S0251,Vega Industries,Metals & Minerals,Morocco,Africa,960070.26,49.0192,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-05-31
S0252,Argent Industries,Components,Canada,Americas,1070206.96,45.1118,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2025-03-11
S0253,Novatek Holdings,Packaging,Tunisia,Africa,379549.23,61.90800000000001,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Supplier Questionnaire,2025-03-09
S0254,Eclipse Components,Logistics,Turkey,Europe/Asia,33876.93,67.7296,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-05-07
S0255,Nimbus Partners,Components,South Africa,Africa,461822.33,51.012,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-05-23
S0256,Nimbus Materials,Metals & Minerals,China,Asia,635705.81,61.8156,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-04-24
S0257,Zenith Manufacturing,Components,Brazil,Americas,1119990.62,44.372800000000005,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-11-28
S0258,Lumen Supply,Logistics,France,Europe,35071.21,42.91879999999999,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-05-03
S0259,Vega Industries,Chemicals,India,Asia,41659.89,62.170199999999994,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-12-02
S0260,Meridian Services,Metals & Minerals,Australia,Oceania,291122.75,34.7976,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-10-20
S0261,Cobalt Components,Consulting,Brazil,Americas,49813.93,86.7556,High Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2025-03-01
S0262,Eclipse Systems,IT Services,South Korea,Asia,242488.02,42.7428,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-02-07
S0263,Zenith Services,Components,Morocco,Africa,768149.45,50.367,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-10-05
S0264,Meridian Holdings,Components,United States,Americas,168814.12,30.619600000000002,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-06-03
S0265,Eclipse Systems,Facility,Indonesia,Asia,154794.97,60.8678,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2025-12-28
S0266,Argent Services,Components,Japan,Asia,653470.25,42.2012,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-12-05
S0267,Eclipse Industries,Metals & Minerals,United Kingdom,Europe,234275.08,52.739999999999995,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2024-02-21
S0268,Novatek Supply,Chemicals,Saudi Arabia,Middle East,56101.56,77.8259,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2024-12-08
S0269,Meridian Manufacturing,Metals & Minerals,South Korea,Asia,328677.75,46.992000000000004,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-12-11
S0270,Aurora Industries,Packaging,Japan,Asia,71097.41,40.571200000000005,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-08-05
S0271,Orion Components,Chemicals,Vietnam,Asia,666144.02,73.41750000000002,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2024-07-06
S0272,Cobalt Holdings,IT Services,United States,Americas,167411.62,41.2036,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-02-15
S0273,Zenith Industries,Consulting,Canada,Americas,92987.43,45.7104,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-09-23
S0274,Cascade Group,Packaging,Germany,Europe,193142.58,58.3706,Medium Risk,Immediate corrective action + 30-day follow-up,1.0,Third-party Rating,2025-02-15
S0275,Novatek Holdings,Chemicals,Malaysia,Asia,238027.43,50.661,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-04-15
S0276,Orion Services,Components,China,Asia,195028.07,83.80160000000001,High Risk,Prioritize for audit and mitigation plan,0.6666666666666666,Third-party Rating,2024-12-22
S0277,Orion Holdings,Consulting,Switzerland,Europe,106467.93,33.980000000000004,Low Risk,Approved; monitor annually,1.0,Internal Assessment,2024-02-11
S0278,Zenith Supply,Logistics,Canada,Americas,87275.62,57.95,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-06-13
S0279,Vega Holdings,Facility,Vietnam,Asia,48428.66,55.7736,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Third-party Rating,2024-08-17
S0280,Eclipse Group,Consulting,Tunisia,Africa,485774.31,56.4272,Medium Risk,Immediate corrective action + 30-day follow-up,1.0,Supplier Questionnaire,2025-12-23
S0281,Helios Supply,Components,South Africa,Africa,567901.31,36.756,Low Risk,Approved; monitor annually,1.0,Third-party Rating,2025-06-25
S0282,Alpine Logistics,Metals & Minerals,Mexico,Americas,390404.46,82.86439999999999,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2025-09-03
S0283,Nimbus Supply,Components,India,Asia,323231.25,57.5538,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-11-27
S0284,Nimbus Group,Metals & Minerals,Switzerland,Europe,166712.33,34.345200000000006,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-05-23
S0285,Nimbus Materials,Metals & Minerals,Singapore,Asia,203332.42,43.0244,Medium Risk,Request signature/commitment before continuation,1.0,Third-party Rating,2024-06-16
S0286,Zenith Supply,Components,Spain,Europe,114766.44,39.595800000000004,Low Risk,Approved; monitor annually,0.6666666666666666,Third-party Rating,2025-04-28
S0287,Aurora Industries,Components,Morocco,Africa,213458.79,59.912,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-06-08
S0288,Cascade Systems,Components,Tunisia,Africa,128117.11,65.122,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-07-27
S0289,Atlas Logistics,Metals & Minerals,Philippines,Asia,2209273.52,68.0368,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-09-25
S0290,Nimbus Services,IT Services,Taiwan,Asia,329493.47,46.36449999999999,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2025-09-08
S0291,Argent Manufacturing,Tools & Machinery,Italy,Europe,609476.48,41.727199999999996,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-06-08
S0292,Lumen Manufacturing,Components,South Korea,Asia,152803.96,47.6318,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Internal Assessment,2024-07-11
S0293,Vega Manufacturing,IT Services,Spain,Europe,70983.52,36.297599999999996,Low Risk,Approved; monitor annually,0.3333333333333333,Supplier Questionnaire,2024-11-30
S0294,Atlas Partners,Packaging,Indonesia,Asia,223626.54,63.958299999999994,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-12-20
S0295,Alpine Holdings,IT Services,Philippines,Asia,341445.05,57.516000000000005,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-12-07
S0296,Aurora Components,IT Services,Malaysia,Asia,749778.65,51.5296,Medium Risk,Request signature/commitment before continuation,1.0,Third-party Rating,2024-04-22
S0297,Lumen Holdings,Facility,Vietnam,Asia,53164.49,79.0312,High Risk,Prioritize for audit and mitigation plan,0.6666666666666666,Third-party Rating,2025-08-27
S0298,Helios Materials,Logistics,South Korea,Asia,255346.16,44.876,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2025-01-07
S0299,Argent Manufacturing,Components,Morocco,Africa,212764.95,40.565200000000004,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Internal Assessment,2024-02-06
S0300,Zenith Materials,Metals & Minerals,Turkey,Europe/Asia,242500.02,48.405699999999996,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-11-15
S0301,Nimbus Systems,Components,Taiwan,Asia,372232.77,36.2248,Low Risk,Approved; monitor annually,1.0,Internal Assessment,2024-06-22
S0302,Nimbus Group,Components,United Kingdom,Europe,156557.45,48.874,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-07-24
S0303,Cascade Partners,Facility,Switzerland,Europe,134435.74,40.2748,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-07-02
S0304,Atlas Holdings,Components,United Kingdom,Europe,173235.36,52.14959999999999,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-06-21
S0305,Argent Logistics,IT Services,Tunisia,Africa,102598.95,48.7228,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-02-18
S0306,Orion Partners,Logistics,Philippines,Asia,253164.32,54.077200000000005,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Third-party Rating,2024-06-20
S0307,Lumen Materials,Packaging,Tunisia,Africa,176216.01,51.1184,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-11-12
S0308,Alpine Manufacturing,Metals & Minerals,Thailand,Asia,653153.24,59.1796,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-05-10
S0309,Argent Manufacturing,Components,Spain,Europe,210735.35,43.4062,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-07-24
S0310,Aurora Materials,Metals & Minerals,China,Asia,565200.77,45.87650000000001,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2025-03-30
S0311,Zenith Partners,Packaging,Singapore,Asia,37625.87,46.9044,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-09-07
S0312,Nimbus Supply,Consulting,Saudi Arabia,Middle East,169137.62,57.2104,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-11-08
S0313,Cascade Supply,Chemicals,Taiwan,Asia,230580.43,55.9044,Medium Risk,Request signature/commitment before continuation,1.0,Supplier Questionnaire,2024-06-29
S0314,Cascade Holdings,Tools & Machinery,India,Asia,94773.14,79.6028,High Risk,Immediate corrective action + 30-day follow-up,1.0,Supplier Questionnaire,2025-07-02
S0315,Eclipse Logistics,Packaging,Malaysia,Asia,82126.18,47.6552,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-10-20
S0316,Meridian Systems,Logistics,Philippines,Asia,169044.78,60.0286,Medium Risk,Monitor quarterly; request additional evidence,0.3333333333333333,Third-party Rating,2025-05-19
S0317,Orion Materials,Metals & Minerals,Saudi Arabia,Middle East,520585.12,82.0432,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2024-11-09
S0318,Lumen Logistics,Metals & Minerals,Canada,Americas,225695.92,27.3184,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2024-07-29
S0319,Aurora Services,Packaging,Malaysia,Asia,248660.39,62.1508,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-04-30
S0320,Cobalt Systems,Consulting,India,Asia,515686.81,58.784,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-10-20
S0321,Cobalt Logistics,IT Services,Japan,Asia,219506.86,57.75,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-08-22
S0322,Lumen Industries,Chemicals,Turkey,Europe/Asia,138353.0,43.685199999999995,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2025-10-17
S0323,Alpine Group,Metals & Minerals,France,Europe,409566.73,51.624,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-02-25
S0324,Helios Systems,Consulting,United States,Americas,104404.97,66.464,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-12-16
S0325,Argent Components,Components,Morocco,Africa,613989.32,55.84519999999999,Medium Risk,Immediate corrective action + 30-day follow-up,1.0,Supplier Questionnaire,2025-01-23
S0326,Lumen Manufacturing,IT Services,South Africa,Africa,122141.96,61.8288,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-11-15
S0327,Novatek Group,Metals & Minerals,Switzerland,Europe,469085.1,44.0908,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-06-14
S0328,Zenith Materials,Facility,Germany,Europe,117066.62,32.662000000000006,Low Risk,Approved; monitor annually,1.0,Supplier Questionnaire,2025-02-25
S0329,Argent Components,Consulting,Malaysia,Asia,223141.57,55.24640000000001,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Supplier Questionnaire,2024-09-13
S0330,Orion Supply,Facility,Malaysia,Asia,75540.9,67.2556,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2024-08-27
S0331,Novatek Partners,Facility,Indonesia,Asia,326733.38,80.05340000000001,High Risk,Prioritize for audit and mitigation plan,1.0,Supplier Questionnaire,2024-10-05
S0332,Aurora Components,IT Services,Philippines,Asia,106581.18,54.3324,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2024-10-07
S0333,Novatek Manufacturing,IT Services,Vietnam,Asia,31872.55,84.84030000000001,High Risk,Immediate corrective action + 30-day follow-up,1.0,Internal Assessment,2025-01-23
S0334,Meridian Services,Metals & Minerals,Tunisia,Africa,159849.55,69.2892,Medium Risk,Monitor quarterly; request additional evidence,1.0,Internal Assessment,2024-10-24
S0335,Zenith Supply,Components,Spain,Europe,308869.19,44.9552,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-06-05
S0336,Aurora Systems,Logistics,Switzerland,Europe,622282.75,58.9016,Medium Risk,Request signature/commitment before continuation,1.0,Internal Assessment,2024-03-25
S0337,Aurora Supply,Logistics,South Korea,Asia,316008.52,56.69310000000001,Medium Risk,Immediate corrective action + 30-day follow-up,0.6666666666666666,Internal Assessment,2024-09-15
S0338,Zenith Systems,Metals & Minerals,Brazil,Americas,63498.39,69.15299999999999,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-08-31
S0339,Meridian Group,IT Services,Japan,Asia,49867.81,43.564,Medium Risk,Request signature/commitment before continuation,1.0,Internal Assessment,2024-03-18
S0340,Argent Materials,Packaging,Italy,Europe,345408.93,54.6528,Medium Risk,Monitor quarterly; request additional evidence,1.0,Third-party Rating,2025-05-08
S0341,Atlas Materials,Metals & Minerals,South Korea,Asia,594028.66,41.5439,Medium Risk,Monitor quarterly; request additional evidence,0.6666666666666666,Third-party Rating,2024-04-24
S0342,Aurora Partners,Chemicals,Taiwan,Asia,1601670.84,55.2204,Medium Risk,Monitor quarterly; request additional evidence,1.0,Supplier Questionnaire,2025-10-03
