supplier_id,supplier_name,country,region,country_risk_level,country_risk_weight,category,tier,dependency_level,annual_spend_chf,onboarding_date,charter_signed,made_in_disclosed,traceability_level,env_score,social_score,governance_score,last_update,data_source,audited,audit_date,audit_score,non_compliance_level,action_deadline_days,audited_by_third_party,incident_penalty,esg_fields_present,esg_completeness,env_score_imputed,social_score_imputed,governance_score_imputed,dependency_penalty,tier_penalty,traceability_penalty,charter_penalty,made_in_penalty,audit_penalty,risk_score,risk_class,spend_exposure_class,recommended_action
S0211,Alpine Supply,Taiwan,Asia,Low,5,Components,Tier 2,Low,299877.08,2016-07-24,True,True,Full,82.21,93.06,60.73,2025-01-29,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,82.21,93.06,60.73,0,4,0,0,0,2.0,29.073600000000003,Low Risk,Medium Spend,Approved; monitor annually
S0212,Meridian Systems,Tunisia,Africa,Medium,15,Logistics,Tier 3,Low,83976.32,2017-03-09,True,True,Partial,44.2,72.03,73.5,2024-05-05,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,44.2,72.03,73.5,0,8,4,0,0,6.0,61.542,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0213,Zenith Group,Japan,Asia,Low,5,Packaging,Tier 1,Medium,210696.68,2023-06-16,True,False,Partial,48.64,71.04,74.95,2025-01-23,Internal Assessment,False,,,,,False,7.0,3,1.0,48.64,71.04,74.95,2,0,4,0,5,2.0,53.580799999999996,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0214,Cobalt Partners,Morocco,Africa,Medium,15,Metals & Minerals,Tier 1,Medium,184734.07,2021-10-30,True,True,Partial,,68.02,61.75,2024-03-26,Internal Assessment,True,2024-05-08,29.03,Major,30.0,False,0.0,2,0.6666666666666666,67.95,68.02,61.75,2,0,4,0,0,25.2425,73.4985,High Risk,Low Spend,Immediate corrective action + 30-day follow-up
S0215,Atlas Partners,Mexico,Americas,Medium,15,Chemicals,Tier 2,Medium,126813.52,2018-11-08,True,True,Partial,57.05,57.1,58.04,2024-10-13,Supplier Questionnaire,True,2025-08-16,58.49,Minor,180.0,True,3.0,3,1.0,57.05,57.1,58.04,2,4,4,0,0,9.8775,72.3907,High Risk,Low Spend,Prioritize for audit and mitigation plan
S0216,Atlas Manufacturing,Morocco,Africa,Medium,15,Facility,Tier 1,Low,224441.28,2024-09-05,True,True,Full,75.51,63.41,73.59,2025-01-05,Supplier Questionnaire,True,2025-07-13,72.97,None,365.0,True,0.0,3,1.0,75.51,63.41,73.59,0,0,0,0,0,0.0,38.1944,Low Risk,Low Spend,Approved; monitor annually
S0217,Vega Logistics,Vietnam,Asia,High,25,Packaging,Tier 2,Low,165504.73,2016-09-26,True,True,Full,57.0,55.4,,2025-04-03,Third-party Rating,True,2025-11-11,62.71,Minor,180.0,True,0.0,2,0.6666666666666666,57.0,55.4,69.13,0,4,0,0,0,8.8225,66.3309,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0218,Atlas Services,Indonesia,Asia,High,25,Components,Tier 2,Low,307432.97,2021-07-14,True,True,Limited,46.88,,62.54,2024-01-08,Third-party Rating,True,2024-04-08,70.6,None,365.0,True,10.0,2,0.6666666666666666,46.88,65.88,62.54,0,4,10,0,0,0.0,73.75880000000001,High Risk,Medium Spend,Prioritize for audit and mitigation plan
S0219,Vega Manufacturing,Japan,Asia,Low,5,Metals & Minerals,Tier 1,Low,365150.73,2022-04-16,True,True,Partial,77.81,92.1,79.35,2025-09-07,Internal Assessment,True,2025-01-13,71.58,None,365.0,False,0.0,3,1.0,77.81,92.1,79.35,0,0,4,0,0,0.0,22.731200000000005,Low Risk,Medium Spend,Approved; monitor annually
S0220,Orion Partners,Mexico,Americas,Medium,15,Consulting,Tier 2,Medium,206051.15,2022-12-14,True,True,Partial,69.89,36.97,65.32,2025-07-31,Supplier Questionnaire,True,2024-10-23,62.64,None,365.0,True,0.0,3,1.0,69.89,36.97,65.32,2,4,4,0,0,1.8399999999999999,64.83040000000001,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0221,Argent Supply,Malaysia,Asia,Medium,15,Facility,Tier 2,Low,774541.9,2021-11-02,True,True,Partial,52.81,59.56,59.8,2024-10-10,Internal Assessment,True,2024-10-06,68.97,Minor,180.0,False,0.0,3,1.0,52.81,59.56,59.8,0,4,4,0,0,7.2575,65.7607,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0222,Meridian Manufacturing,United States,Americas,Low,5,Metals & Minerals,Tier 1,Low,193799.48,2025-01-02,True,True,Partial,74.36,67.69,84.47,2025-01-30,Supplier Questionnaire,True,2024-05-04,95.59,None,365.0,True,0.0,3,1.0,74.36,67.69,84.47,0,0,4,0,0,0.0,31.8228,Low Risk,Low Spend,Approved; monitor annually
S0223,Cobalt Partners,Australia,Oceania,Low,5,Chemicals,Tier 2,Medium,797568.83,2018-10-09,True,True,Limited,63.93,70.54,77.8,2024-11-12,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,63.93,70.54,77.8,2,4,10,0,0,2.0,49.7376,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0224,Argent Systems,Tunisia,Africa,Medium,15,Components,Tier 1,High,300085.39,2017-11-17,True,True,Partial,65.08,53.07,64.8,2024-09-12,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,65.08,53.07,64.8,5,0,4,0,0,6.0,63.06360000000001,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0225,Aurora Logistics,Malaysia,Asia,Medium,15,Chemicals,Tier 1,Low,29758.9,2021-10-31,False,True,Full,62.76,58.79,58.56,2025-06-11,Supplier Questionnaire,True,2024-07-14,57.32,Minor,180.0,True,0.0,3,1.0,62.76,58.79,58.56,0,0,0,12,0,10.17,70.592,High Risk,Low Spend,Request signature/commitment before continuation
S0226,Aurora Logistics,South Korea,Asia,Low,5,Components,Tier 2,Low,199852.41,2016-10-10,True,False,Partial,49.94,83.47,77.71,2024-01-07,Third-party Rating,False,,,,,False,0.0,3,1.0,49.94,83.47,77.71,0,4,4,0,5,2.0,45.5116,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0227,Orion Logistics,Italy,Europe,Low,5,Logistics,Tier 1,High,342288.22,2019-02-03,True,True,Partial,,58.35,75.19,2025-08-10,Supplier Questionnaire,False,,,,,False,0.0,2,0.6666666666666666,67.71,58.35,75.19,5,0,4,0,0,2.0,47.39040000000001,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0228,Novatek Partners,France,Europe,Low,5,Components,Tier 2,Low,1365286.84,2024-02-18,True,True,Partial,71.93,,86.62,2024-02-18,Internal Assessment,False,,,,,False,0.0,2,0.6666666666666666,71.93,65.88,86.62,0,4,4,0,0,2.0,38.5392,Low Risk,High Spend,Approved; monitor annually
S0229,Lumen Partners,Mexico,Americas,Medium,15,Tools & Machinery,Tier 2,Low,148331.76,2025-02-06,True,True,Full,70.57,79.47,75.34,2025-08-09,Third-party Rating,False,,,,,False,0.0,3,1.0,70.57,79.47,75.34,0,4,0,0,0,6.0,42.5936,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0230,Alpine Partners,Canada,Americas,Low,5,IT Services,Tier 1,Low,241237.05,2024-03-21,True,True,Partial,82.89,57.27,76.52,2025-05-04,Third-party Rating,True,2025-03-22,78.87,None,365.0,True,0.0,3,1.0,82.89,57.27,76.52,0,0,4,0,0,0.0,36.1464,Low Risk,Low Spend,Approved; monitor annually
S0231,Atlas Logistics,United Kingdom,Europe,Low,5,Packaging,Tier 3,High,58866.89,2025-04-27,True,True,Limited,82.03,74.37,61.01,2025-10-11,Supplier Questionnaire,True,2025-02-16,76.92,None,365.0,True,3.0,3,1.0,82.03,74.37,61.01,5,8,10,0,0,0.0,55.1604,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0232,Alpine Materials,Malaysia,Asia,Medium,15,Metals & Minerals,Tier 2,Medium,1317314.09,2024-08-27,True,True,Limited,59.21,66.27,62.96,2025-07-07,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,59.21,66.27,62.96,2,4,10,0,0,6.0,67.016,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0233,Meridian Logistics,South Africa,Africa,Medium,15,Tools & Machinery,Tier 1,High,1471824.12,2025-11-12,False,True,Partial,87.0,74.86,64.72,2025-04-06,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,87.0,74.86,64.72,5,0,4,12,0,6.0,60.235600000000005,Medium Risk,High Spend,Request signature/commitment before continuation
S0234,Lumen Partners,New Zealand,Oceania,Low,5,Metals & Minerals,Tier 1,Medium,246007.39,2017-07-03,False,True,Partial,84.41,65.89,57.05,2025-06-06,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,84.41,65.89,57.05,2,0,4,12,0,2.0,54.5032,Medium Risk,Low Spend,Request signature/commitment before continuation
S0235,Orion Manufacturing,Vietnam,Asia,High,25,Packaging,Tier 3,High,42989.58,2025-09-10,True,True,Full,49.52,46.17,51.19,2024-06-05,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,49.52,46.17,51.19,5,8,0,0,0,6.0,84.0356,High Risk,Low Spend,Prioritize for audit and mitigation plan
S0236,Orion Holdings,Malaysia,Asia,Medium,15,Components,Tier 1,Medium,1057644.96,2024-05-31,True,True,Partial,61.15,75.21,68.59,2025-01-05,Third-party Rating,True,2025-10-27,73.18,None,365.0,False,0.0,3,1.0,61.15,75.21,68.59,2,0,4,0,0,0.0,45.095200000000006,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0237,Orion Manufacturing,Australia,Oceania,Low,5,IT Services,Tier 1,Low,148504.14,2020-02-23,True,True,Full,65.92,89.23,82.6,2025-08-04,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,65.92,89.23,82.6,0,0,0,0,0,2.0,24.168400000000002,Low Risk,Low Spend,Approved; monitor annually
S0238,Vega Holdings,Turkey,Europe/Asia,Medium,15,Tools & Machinery,Tier 1,Low,963868.75,2018-09-24,True,True,Full,79.31,76.12,62.11,2024-07-11,Supplier Questionnaire,False,,,,,False,7.0,3,1.0,79.31,76.12,62.11,0,0,0,0,0,6.0,45.57,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0239,Lumen Partners,Switzerland,Europe,Low,5,Components,Tier 1,Low,359565.75,2023-09-07,True,True,Full,76.72,,,2024-05-19,Supplier Questionnaire,True,2025-11-21,71.98,Minor,180.0,False,3.0,1,0.3333333333333333,76.72,65.88,69.62,0,0,0,0,0,7.0,41.288000000000004,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0240,Novatek Components,New Zealand,Oceania,Low,5,Tools & Machinery,Tier 2,Medium,316008.03,2025-06-10,True,False,Partial,63.05,,75.31,2025-03-10,Internal Assessment,True,2024-08-08,73.98,None,365.0,True,0.0,2,0.6666666666666666,63.05,67.47,75.31,2,4,4,0,5,0.0,49.00880000000001,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0241,Zenith Partners,Spain,Europe,Low,5,Packaging,Tier 1,High,181670.75,2020-07-02,True,True,Limited,82.48,57.21,75.97,2025-07-09,Internal Assessment,True,2025-10-15,76.55,None,365.0,True,0.0,3,1.0,82.48,57.21,75.97,5,0,10,0,0,0.0,47.4612,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0242,Cobalt Partners,United Arab Emirates,Middle East,Medium,15,IT Services,Tier 1,Low,267876.13,2017-04-16,True,True,Full,75.26,53.61,,2024-11-11,Third-party Rating,True,2024-11-18,71.2,None,365.0,True,0.0,2,0.6666666666666666,75.26,53.61,68.87,0,0,0,0,0,0.0,43.6948,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0243,Eclipse Materials,South Korea,Asia,Low,5,Components,Tier 3,Low,256250.55,2018-04-14,True,False,Full,72.5,46.22,68.86,2024-08-23,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,72.5,46.22,68.86,0,8,0,0,5,2.0,56.9268,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0244,Eclipse Manufacturing,United Kingdom,Europe,Low,5,Components,Tier 1,Low,540369.49,2022-09-17,True,True,Full,72.37,79.05,75.37,2025-12-28,Internal Assessment,False,,,,,False,0.0,3,1.0,72.37,79.05,75.37,0,0,0,0,0,2.0,28.747999999999998,Low Risk,Medium Spend,Approved; monitor annually
S0245,Aurora Industries,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,Low,104942.31,2017-02-18,True,True,Partial,72.35,68.79,74.22,2024-02-19,Third-party Rating,False,,,,,False,3.0,3,1.0,72.35,68.79,74.22,0,0,4,0,0,6.0,48.3756,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0246,Eclipse Industries,Tunisia,Africa,Medium,15,Components,Tier 1,Low,995100.3,2022-09-17,True,True,Partial,53.64,78.94,,2025-08-11,Supplier Questionnaire,False,,,,,False,7.0,2,0.6666666666666666,53.64,78.94,69.62,0,0,4,0,0,6.0,53.226400000000005,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0247,Argent Systems,New Zealand,Oceania,Low,5,Metals & Minerals,Tier 3,Low,804998.77,2021-03-13,True,True,Partial,58.83,62.07,69.65,2025-07-26,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,58.83,62.07,69.65,0,8,4,0,0,2.0,53.1616,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0248,Lumen Partners,South Africa,Africa,Medium,15,Components,Tier 2,Low,333860.37,2024-07-07,True,True,Full,,40.26,74.76,2025-04-22,Supplier Questionnaire,False,,,,,False,0.0,2,0.6666666666666666,69.185,40.26,74.76,0,4,0,0,0,6.0,58.851,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0249,Novatek Industries,Spain,Europe,Low,5,IT Services,Tier 1,Low,846273.9,2024-10-04,True,True,Partial,81.22,86.95,79.48,2025-02-15,Third-party Rating,True,2024-02-03,54.27,Major,30.0,True,7.0,3,1.0,81.22,86.95,79.48,0,0,4,0,0,18.932499999999997,46.577299999999994,Medium Risk,Medium Spend,Immediate corrective action + 30-day follow-up
S0250,Novatek Manufacturing,Singapore,Asia,Low,5,Metals & Minerals,Tier 1,Medium,1458224.32,2020-01-12,True,True,Limited,83.91,82.6,72.98,2025-03-04,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,83.91,82.6,72.98,2,0,10,0,0,2.0,36.8616,Low Risk,High Spend,Approved; monitor annually
S0251,Vega Industries,Morocco,Africa,Medium,15,Metals & Minerals,Tier 1,High,960070.26,2023-01-13,True,True,Partial,71.45,66.29,67.84,2025-05-31,Supplier Questionnaire,True,2024-12-11,78.09,None,365.0,True,0.0,3,1.0,71.45,66.29,67.84,5,0,4,0,0,0.0,49.0192,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0252,Argent Industries,Canada,Americas,Low,5,Components,Tier 1,Low,1070206.96,2018-02-16,True,True,Full,,54.75,73.02,2025-03-11,Internal Assessment,True,2025-03-23,82.99,Minor,180.0,True,0.0,2,0.6666666666666666,69.185,54.75,73.02,0,0,0,0,0,7.0,45.1118,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0253,Novatek Holdings,Tunisia,Africa,Medium,15,Packaging,Tier 1,Medium,379549.23,2019-12-02,True,True,Limited,,,69.63,2025-03-09,Supplier Questionnaire,False,,,,,False,7.0,1,0.3333333333333333,72.38,64.11,69.63,2,0,10,0,0,6.0,61.90800000000001,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0254,Eclipse Components,Turkey,Europe/Asia,Medium,15,Logistics,Tier 2,Medium,33876.93,2020-05-15,True,True,Limited,72.85,61.21,55.12,2025-05-07,Internal Assessment,False,,,,,False,0.0,3,1.0,72.85,61.21,55.12,2,4,10,0,0,6.0,67.7296,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0255,Nimbus Partners,South Africa,Africa,Medium,15,Components,Tier 1,High,461822.33,2021-02-19,True,False,Partial,59.41,83.78,84.66,2025-05-23,Internal Assessment,False,,,,,False,0.0,3,1.0,59.41,83.78,84.66,5,0,4,0,5,6.0,51.012,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0256,Nimbus Materials,China,Asia,High,25,Metals & Minerals,Tier 1,Medium,635705.81,2023-10-31,True,True,Partial,63.04,43.26,71.81,2024-04-24,Supplier Questionnaire,True,2024-11-12,74.72,None,365.0,True,0.0,3,1.0,63.04,43.26,71.81,2,0,4,0,0,0.0,61.8156,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0257,Zenith Manufacturing,Brazil,Americas,Medium,15,Components,Tier 2,Low,1119990.62,2024-08-13,True,True,Partial,78.31,82.22,72.07,2024-11-28,Internal Assessment,False,,,,,False,0.0,3,1.0,78.31,82.22,72.07,0,4,4,0,0,6.0,44.372800000000005,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0258,Lumen Supply,France,Europe,Low,5,Logistics,Tier 3,Medium,35071.21,2025-06-27,True,True,Full,60.2,76.43,76.26,2024-05-03,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,60.2,76.43,76.26,2,8,0,0,0,2.0,42.91879999999999,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0259,Vega Industries,India,Asia,High,25,Chemicals,Tier 1,Medium,41659.89,2020-08-02,True,True,Partial,78.54,69.25,67.73,2025-12-02,Internal Assessment,True,2025-08-21,42.86,Minor,180.0,True,0.0,3,1.0,78.54,69.25,67.73,2,0,4,0,0,13.785,62.170199999999994,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0260,Meridian Services,Australia,Oceania,Low,5,Metals & Minerals,Tier 2,Medium,291122.75,2025-10-17,True,True,Full,76.63,56.24,100.0,2024-10-20,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,76.63,56.24,100.0,2,4,0,0,0,2.0,34.7976,Low Risk,Medium Spend,Approved; monitor annually
S0261,Cobalt Components,Brazil,Americas,Medium,15,Consulting,Tier 1,High,49813.93,2022-04-30,False,True,Limited,70.41,48.19,60.48,2025-03-01,Supplier Questionnaire,False,,,,,False,7.0,3,1.0,70.41,48.19,60.48,5,0,10,12,0,6.0,86.7556,High Risk,Low Spend,Request signature/commitment before continuation
S0262,Eclipse Systems,South Korea,Asia,Low,5,IT Services,Tier 1,High,242488.02,2018-05-26,True,True,Partial,73.96,51.13,87.02,2024-02-07,Third-party Rating,True,2024-02-04,81.71,None,365.0,False,0.0,3,1.0,73.96,51.13,87.02,5,0,4,0,0,0.0,42.7428,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0263,Zenith Services,Morocco,Africa,Medium,15,Components,Tier 1,High,768149.45,2017-10-25,True,True,Partial,69.26,60.58,72.76,2025-10-05,Internal Assessment,True,2025-05-03,69.9,None,365.0,True,0.0,3,1.0,69.26,60.58,72.76,5,0,4,0,0,0.02499999999999858,50.367,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0264,Meridian Holdings,United States,Americas,Low,5,Components,Tier 1,Medium,168814.12,2019-06-15,True,True,Full,67.42,74.98,85.19,2024-06-03,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,67.42,74.98,85.19,2,0,0,0,0,2.0,30.619600000000002,Low Risk,Low Spend,Approved; monitor annually
S0265,Eclipse Systems,Indonesia,Asia,High,25,Facility,Tier 1,Low,154794.97,2022-09-02,True,True,Full,69.3,49.35,,2025-12-28,Third-party Rating,True,2025-08-16,66.22,Minor,180.0,True,0.0,2,0.6666666666666666,69.3,49.35,67.76,0,0,0,0,0,7.945,60.8678,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0266,Argent Services,Japan,Asia,Low,5,Components,Tier 2,Low,653470.25,2017-09-20,True,True,Partial,65.68,71.46,73.67,2024-12-05,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,65.68,71.46,73.67,0,4,4,0,0,2.0,42.2012,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0267,Eclipse Industries,United Kingdom,Europe,Low,5,Metals & Minerals,Tier 1,Low,234275.08,2017-10-08,True,False,Limited,,68.64,64.15,2024-02-21,Internal Assessment,False,,,,,False,0.0,2,0.6666666666666666,67.95,68.64,64.15,0,0,10,0,5,2.0,52.739999999999995,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0268,Novatek Supply,Saudi Arabia,Middle East,Medium,15,Chemicals,Tier 3,Medium,56101.56,2016-11-19,True,True,Limited,53.53,51.08,51.66,2024-12-08,Supplier Questionnaire,True,2025-09-14,63.89,None,365.0,True,0.0,3,1.0,53.53,51.08,51.66,2,8,10,0,0,1.5274999999999999,77.8259,High Risk,Low Spend,Prioritize for audit and mitigation plan
S0269,Meridian Manufacturing,South Korea,Asia,Low,5,Metals & Minerals,Tier 1,Low,328677.75,2018-01-23,True,True,Limited,68.09,67.58,67.69,2025-12-11,Third-party Rating,False,,,,,False,0.0,3,1.0,68.09,67.58,67.69,0,0,10,0,0,2.0,46.992000000000004,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0270,Aurora Industries,Japan,Asia,Low,5,Packaging,Tier 1,Medium,71097.41,2019-08-22,True,True,Full,72.59,50.57,73.83,2025-08-05,Third-party Rating,True,2025-10-21,83.11,None,365.0,True,0.0,3,1.0,72.59,50.57,73.83,2,0,0,0,0,0.0,40.571200000000005,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0271,Orion Components,Vietnam,Asia,High,25,Chemicals,Tier 2,Medium,666144.02,2016-05-23,True,True,Full,47.97,43.5,58.62,2024-07-06,Supplier Questionnaire,True,2024-08-22,56.97,None,365.0,True,0.0,3,1.0,47.97,43.5,58.62,2,4,0,0,0,3.2575000000000003,73.41750000000002,High Risk,Medium Spend,Prioritize for audit and mitigation plan
S0272,Cobalt Holdings,United States,Americas,Low,5,IT Services,Tier 1,Low,167411.62,2023-12-27,True,True,Limited,69.48,87.43,59.75,2024-02-15,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,69.48,87.43,59.75,0,0,10,0,0,2.0,41.2036,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0273,Zenith Industries,Canada,Americas,Low,5,Consulting,Tier 1,Medium,92987.43,2024-09-23,True,True,Limited,78.95,64.31,66.28,2025-09-23,Supplier Questionnaire,True,2024-02-02,79.38,None,365.0,True,0.0,3,1.0,78.95,64.31,66.28,2,0,10,0,0,0.0,45.7104,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0274,Cascade Group,Germany,Europe,Low,5,Packaging,Tier 1,Low,193142.58,2025-03-15,True,True,Full,65.73,47.98,76.65,2025-02-15,Third-party Rating,True,2025-06-09,59.02,Major,30.0,True,0.0,3,1.0,65.73,47.98,76.65,0,0,0,0,0,17.744999999999997,58.3706,Medium Risk,Low Spend,Immediate corrective action + 30-day follow-up
S0275,Novatek Holdings,Malaysia,Asia,Medium,15,Chemicals,Tier 1,High,238027.43,2024-01-21,True,True,Full,66.4,69.61,74.65,2024-04-15,Supplier Questionnaire,True,2024-05-19,67.06,Minor,180.0,False,0.0,3,1.0,66.4,69.61,74.65,5,0,0,0,0,7.734999999999999,50.661,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0276,Orion Services,China,Asia,High,25,Components,Tier 3,Medium,195028.07,2023-06-24,True,True,Partial,,35.88,65.03,2024-12-22,Third-party Rating,True,2025-05-04,55.66,Minor,180.0,True,0.0,2,0.6666666666666666,69.185,35.88,65.03,2,8,4,0,0,10.585,83.80160000000001,High Risk,Low Spend,Prioritize for audit and mitigation plan
S0277,Orion Holdings,Switzerland,Europe,Low,5,Consulting,Tier 1,Medium,106467.93,2019-09-14,True,True,Full,74.19,61.0,86.24,2024-02-11,Internal Assessment,False,,,,,False,0.0,3,1.0,74.19,61.0,86.24,2,0,0,0,0,2.0,33.980000000000004,Low Risk,Low Spend,Approved; monitor annually
S0278,Zenith Supply,Canada,Americas,Low,5,Logistics,Tier 2,Medium,87275.62,2020-11-03,True,True,Partial,66.5,53.77,52.1,2025-06-13,Third-party Rating,False,,,,,False,0.0,3,1.0,66.5,53.77,52.1,2,4,4,0,0,2.0,57.95,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0279,Vega Holdings,Vietnam,Asia,High,25,Facility,Tier 1,Low,48428.66,2020-08-15,True,True,Partial,,68.77,,2024-08-17,Third-party Rating,False,,,,,False,0.0,1,0.3333333333333333,67.09,68.77,67.76,0,0,4,0,0,6.0,55.7736,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0280,Eclipse Group,Tunisia,Africa,Medium,15,Consulting,Tier 1,Medium,485774.31,2023-06-21,True,True,Full,72.69,79.69,73.23,2025-12-23,Supplier Questionnaire,True,2024-09-16,42.64,Major,30.0,True,0.0,3,1.0,72.69,79.69,73.23,2,0,0,0,0,21.84,56.4272,Medium Risk,Medium Spend,Immediate corrective action + 30-day follow-up
S0281,Helios Supply,South Africa,Africa,Medium,15,Components,Tier 1,Low,567901.31,2021-02-10,True,True,Full,66.21,75.14,71.56,2025-06-25,Third-party Rating,True,2024-08-22,72.72,None,365.0,True,0.0,3,1.0,66.21,75.14,71.56,0,0,0,0,0,0.0,36.756,Low Risk,Medium Spend,Approved; monitor annually
S0282,Alpine Logistics,Mexico,Americas,Medium,15,Metals & Minerals,Tier 2,Medium,390404.46,2021-04-26,True,True,Full,51.95,22.1,55.78,2025-09-03,Supplier Questionnaire,False,,,,,False,7.0,3,1.0,51.95,22.1,55.78,2,4,0,0,0,6.0,82.86439999999999,High Risk,Medium Spend,Prioritize for audit and mitigation plan
S0283,Nimbus Supply,India,Asia,High,25,Components,Tier 1,Low,323231.25,2021-04-28,True,True,Partial,72.51,54.6,,2024-11-27,Supplier Questionnaire,True,2024-01-18,68.5,None,365.0,True,7.0,2,0.6666666666666666,72.51,54.6,69.62,0,0,4,0,0,0.375,57.5538,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0284,Nimbus Group,Switzerland,Europe,Low,5,Metals & Minerals,Tier 1,Medium,166712.33,2018-06-04,True,True,Full,65.76,65.1,81.1,2024-05-23,Supplier Questionnaire,True,2024-11-10,73.95,None,365.0,False,0.0,3,1.0,65.76,65.1,81.1,2,0,0,0,0,0.0,34.345200000000006,Low Risk,Low Spend,Approved; monitor annually
S0285,Nimbus Materials,Singapore,Asia,Low,5,Metals & Minerals,Tier 3,High,203332.42,2016-03-14,False,True,Full,89.04,81.51,84.97,2024-06-16,Third-party Rating,True,2024-03-10,82.09,None,365.0,False,0.0,3,1.0,89.04,81.51,84.97,5,8,0,12,0,0.0,43.0244,Medium Risk,Low Spend,Request signature/commitment before continuation
S0286,Zenith Supply,Spain,Europe,Low,5,Components,Tier 1,Low,114766.44,2019-03-21,True,True,Full,,45.84,85.77,2025-04-28,Third-party Rating,False,,,,,False,0.0,2,0.6666666666666666,69.185,45.84,85.77,0,0,0,0,0,2.0,39.595800000000004,Low Risk,Low Spend,Approved; monitor annually
S0287,Aurora Industries,Morocco,Africa,Medium,15,Components,Tier 1,Medium,213458.79,2017-03-13,True,True,Full,71.17,51.83,,2024-06-08,Supplier Questionnaire,False,,,,,False,12.0,2,0.6666666666666666,71.17,51.83,69.62,2,0,0,0,0,6.0,59.912,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0288,Cascade Systems,Tunisia,Africa,Medium,15,Components,Tier 2,Medium,128117.11,2024-11-24,True,True,Limited,55.63,67.3,57.13,2024-07-27,Supplier Questionnaire,True,2025-07-07,87.02,None,365.0,True,3.0,3,1.0,55.63,67.3,57.13,2,4,10,0,0,0.0,65.122,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
